commit_hash,ip_block,commit_message,categories,at_risk_dv_files,justification,confidence,model,in_tokens,out_tokens,cost_usd
77ac48c732d83e8b6c505702d27ee2ea9cd7739e,lc_ctrl,[lc_ctrl/dv] Update DV environment,"[""INTERFACE_DRIFT"", ""ASSERTION_ORPHANING""]","[""*_if.sv"", ""*_tb_top.sv"", ""*_bind.sv""]","The DV diff shows testbench interface modifications (DMI TL-UL signals added to tb.sv), assertion binding changes (tlul_assert instances renamed and new DMI assertion added in lc_ctrl_bind.sv), and references to renamed internal RTL signals (tap_dmi_reg2hw, tap_dmi_claim_transition_if_q). These changes indicate interface drift in the testbench and assertion orphaning due to internal signal renaming in the RTL.",HIGH,claude-haiku-4-5-20251001,3432,186,0.004362
88dd7529035e27eec43de6767478b73c1b7f5623,keymgr_dpe,"[hw,keymgr_dpe] Update source files with new license header","[""OTHER""]",[],"This commit updates only license headers across RTL and DV files. No functional changes to design interfaces, sequences, checkers, assertions, coverage models, or register maps were made. This is purely a licensing/administrative change.",HIGH,claude-haiku-4-5-20251001,6843,93,0.007308
5a5307ec8173e424825c41284e1e85df6d1ff5cf,dma,"[hw,dma] Update source files with new license header","[""OTHER""]",[],"This commit updates only copyright license headers across DV files without modifying any functional code, interfaces, sequences, assertions, coverage logic, or register models. No DV failure mechanisms are introduced.",HIGH,claude-haiku-4-5-20251001,5534,86,0.005964
120687b7e100e946f8b8c56ea0aac71ae83b7c28,dma,"[hw,dma] Use intr to denote an interrupt","[""INTERFACE_DRIFT"", ""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_env_cov.sv"", ""*_scoreboard.sv"", ""*_vseq.sv"", ""*_seq.sv""]","The commit renames interrupt-related signal names and register field names throughout the RTL (e.g., int_clear_sources_width → intr_clear_sources_width, clear_int_src → clear_intr_src, int_source_addr → intr_src_addr). The DV diff shows corresponding updates to covergroup parameters/coverpoints in dma_env_cov.sv and variable/function names in dma_scoreboard.sv that track these signals. This creates interface drift where DV components encode explicit knowledge of register/signal names, sequence invalidation where register access patterns reference old field names, and checker desynchronization where the scoreboard reference model uses renamed signals.",HIGH,claude-haiku-4-5-20251001,9048,259,0.010343
0fcc9e8820138663a20c5d860d590aaa8117b8a0,dma,"[hw,dma,rtl] Remove FlashAddr address space from ASIDs","[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC"", ""COVERAGE_REGRESSION""]","[""*_base_vseq.sv"", ""*_seq_item.sv"", ""*_scoreboard.sv"", ""*_env_cfg.sv"", ""*_cov*.sv""]","The RTL removes OtExtFlashAddr ASID encoding, breaking all DV components that reference it: sequences encode invalid ASID values, the scoreboard reference model has unreachable cases, coverage points become vacuous, and config/checker logic must be updated to reflect the reduced valid address space set.",HIGH,claude-haiku-4-5-20251001,6508,173,0.007373
3345986c784bafc85c70de6a1d51b42588b2e09b,dma,"[hw,dma,dv] Add sequence to test DMA enabled memory region lock register","[""SEQUENCE_INVALIDATION""]","[""*_vseq.sv"", ""*_base_vseq.sv""]","The commit reorders register offsets in dma_reg_pkg.sv (RTL autogenerated register map), moving SHA2_DIGEST registers earlier in the address space. The DV diff adds a new sequence that accesses registers via RAL (ral.enabled_memory_range_base, ral.enabled_memory_range_limit, ral.range_unlock_regwen). If the RAL model was not regenerated to reflect the reordered offsets, register access patterns in the new sequence and existing sequences will become invalid, causing reads/writes to target incorrect addresses.",MEDIUM,claude-haiku-4-5-20251001,8669,198,0.009659
b9e0388ab1932d781cf51702437cfa55dae15716,csrng,[csrng/rtl] Move cmd checks to the cmd stage,"[""INTERFACE_DRIFT"", ""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_env_pkg.sv"", ""*_alert_vseq.sv"", ""*_scoreboard.sv"", ""*_checker.sv""]","The RTL diff shows command validation logic moved from the main state machine to the cmd_stage module, introducing new alert outputs (invalid_cmd_seq_alert_o, invalid_acmd_alert_o) and new command status codes (CMD_STS_INVALID_CMD_SEQ, CMD_STS_INVALID_ACMD). The DV diff confirms this breaks multiple layers: (1) env_pkg.sv alert enumeration changed (CS_MAIN_SM_ALERT removed, three new CMD_STAGE alerts added), (2) csrng_alert_vseq.sv sequences updated to target new alert signals instead of old ones, and (3) scoreboard/checker models must now track cmd_stage validation instead of main_sm validation.",HIGH,claude-haiku-4-5-20251001,5684,277,0.007069
b8d804c47fe2f2e2367b96fe9bd48c1b7fd2e6f2,keymgr,[keymgr] Change reseed counter to count PRNG updates instead of cycles,"[""INTERFACE_DRIFT"", ""CHECKER_DESYNC""]","[""*_if.sv"", ""*_scoreboard.sv"", ""*_vseq.sv""]","The RTL change introduces a new signal (lfsr_en) that is explicitly monitored in the DV interface (keymgr_if.sv), and the reseed counter logic transitions from cycle-based to PRNG-update-based counting. This breaks both the interface contract (new signal must be connected in DV testbench) and the scoreboard/assertion reference model which previously checked EDN requests against cycle counters but must now check against PRNG update counts. The tolerance variable renaming and counter increment logic overhaul in keymgr_if.sv confirms that the DV checker logic requires substantial updates to remain synchronized with the behavioral change.",HIGH,claude-haiku-4-5-20251001,5044,223,0.006159
0cbc6f7d9984fb35218dcd72672013a6fcc3a2a6,i2c,[i2c] Add ACK Control Mode,"[""INTERFACE_DRIFT"", ""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC"", ""RAL_DESYNC""]","[""*_env_cfg.sv"", ""*_env_pkg.sv"", ""*_cov*.sv"", ""*_scoreboard.sv"", ""*_base_vseq.sv"", ""*_reg_block.sv""]","The RTL commit renames the interrupt signal intr_acq_full_o to intr_acq_stretch_o, adds new control registers (target_ack_ctrl), a new CSR field (acq_fifo_next_data), and modifies the STATUS register. The DV diff shows: (1) interrupt enum renamed in *_env_pkg.sv (AcqFull → AcqStretch) breaking interface assumptions; (2) configuration class *_env_cfg.sv extended with ack_ctrl_en flag; (3) coverage *_cov*.sv updated with renamed interrupt and new stretch mode logic; (4) scoreboard *_scoreboard.sv references changed to track new interrupt semantics; (5) base virtual sequence *_base_vseq.sv modified to handle new ACK control mode logic and read STATUS register to distinguish ack_ctrl_stretch vs acq_full; (6) new RAL register fields (target_ack_ctrl.nbytes, target_ack_ctrl.nack, acq_fifo_next_data) require RAL synchronization (*_reg_block.sv modifications visible in truncated RTL diff).",HIGH,claude-haiku-4-5-20251001,8593,404,0.010613
042e0b915865a8473d4d53a4976720f70e799c58,edn,[csrng/rtl] Change and assign cmd_sts signal,"[""INTERFACE_DRIFT"", ""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC"", ""COVERAGE_REGRESSION""]","[""*_cov_if.sv"", ""*_env_cfg.sv"", ""*_env_pkg.sv"", ""*_scoreboard.sv"", ""*_vseq.sv"", ""*_seq_lib.sv""]","The RTL change converts cmd_sts signals from 1-bit to 2-bit enum type (csrng_pkg::csrng_cmd_sts_e), fundamentally altering the interface. DV files show: (1) coverage interface parameter type changes for cmd_sts sampling; (2) scoreboard bit-slicing updates using +: operators and CMD_STS_SIZE constants; (3) env_pkg enum reordering and new cmd_sts_err randomization; (4) coverage group restructuring removing explicit 1-bit binary bins. These changes span interface definition, protocol modeling, reference model logic, and coverage point definitions.",HIGH,claude-haiku-4-5-20251001,8309,267,0.009644
30d7e787c753caaa03fe68a4a70da1bbcbc1d96f,adc_ctrl,Add the project name to the copyright header,"[""OTHER""]",[],"This commit only updates copyright headers across RTL and DV files with no functional or structural changes to design interfaces, sequences, checkers, assertions, coverage logic, or register definitions. Copyright header updates are infrastructure changes that do not impact DV verification.",HIGH,claude-haiku-4-5-20251001,7010,98,0.0075
a9785f3f3c2701cdec23b6a29fda5f32c92885f0,otbn,"[otbn, rtl] Increase imem size to 8 KiB","[""INTERFACE_DRIFT""]","[""*_if.sv"", ""*memutil*.cc""]","The IMEM size increase from 4 KiB to 8 KiB changes the memory address width parameter (ImemAddrWidth from 12 to 13) in otbn_trace_if.sv and updates the memory utility initialization in otbn_memutil.cc from 4096 to 8192 words. These DV files explicitly encode knowledge of the memory interface dimensions, which have now changed.",HIGH,claude-haiku-4-5-20251001,2458,156,0.003238
80c18e551659733a86c45da68788b004d95939f8,rom_ctrl,[rom_ctrl] Switch to overridable memory mechanism,"[""INTERFACE_DRIFT"", ""RAL_DESYNC"", ""SEQUENCE_INVALIDATION""]","[""*_env_cfg.sv"", ""*_env_pkg.sv"", ""*_prim_ral_pkg.sv"", ""*_scoreboard.sv"", ""*_vseq.sv""]","The RTL changes removed the rom_ctrl_rom_reg_top module and second register window, switching to an overridable memory mechanism. This requires DV changes: (1) INTERFACE_DRIFT—rom_ctrl_env_cfg.sv references renamed RAL model 'rom_ctrl_prim_reg_block' instead of 'rom_ctrl_rom_reg_block', and TL agent configuration keys changed; (2) RAL_DESYNC—new manually-maintained rom_ctrl_prim_ral_pkg.sv created with parameterized reg_block and custom build() override; (3) SEQUENCE_INVALIDATION—rom_ctrl_env_pkg.sv parameters changed from hardcoded ROM_CTRL_ROM_SIZE to dynamically calculated ROM_SIZE_BYTES based on ROM_BYTE_ADDR_WIDTH, affecting scoreboard and sequence address calculations.",HIGH,claude-haiku-4-5-20251001,7436,308,0.008976
4c06f37ffe1de27a2aca447d757a0927a27b966a,adc_ctrl,[adc_ctrl] Updates to LP -> NP transition,"[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_vseq.sv"", ""*_scoreboard.sv"", ""*_env_cfg.sv""]","RTL changes introduce new FSM transition interrupt handling (aon_fsm_trans signal) and restructure register field mappings (filter_status.match/trans, adc_intr_ctl.match_en/trans_en, adc_wakeup_ctl.match_en/trans_en). DV sequences must now exercise the new transition event and updated bit widths. The scoreboard reference model requires new logic to track LP-to-NP transitions and validate the expanded interrupt status and wakeup control fields.",HIGH,claude-haiku-4-5-20251001,8070,200,0.00907
1d8f192c3a5803a9aadd13f224514870b849ea5b,adc_ctrl,[adc_ctrl] Fix low-power sampling mode,"[""CHECKER_DESYNC""]","[""*_scoreboard.sv""]","The RTL diff modifies the ADC_CTRL FSM state machine behavior to transition back to low-power mode (LP_0) when a match cannot be confirmed in normal power mode if low-power mode is enabled. The DV scoreboard's reference model is updated to reflect this new FSM transition logic by adding conditional checks for lp_mode configuration and updating the internal state tracking (m_lp_mode). Without this scoreboard update, the checker would desynchronize from the new RTL behavior.",HIGH,claude-haiku-4-5-20251001,2778,168,0.003618
7ebb11a7a783d0a03516da0095342aa25349af40,entropy_src,"[entropy_src] Fix FIFO controls, move drop point to before postht FIFO","[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_err_vseq.sv"", ""*_env_cfg.sv"", ""*_env_pkg.sv"", ""*_scoreboard.sv""]","The DV diff shows removal of fifo_write_err error injection tests and constraints in the error sequence and configuration, along with enum value renumbering in env_pkg.sv. This invalidates existing error test sequences that expected fifo_write_err injection capability. Additionally, the RTL behavioral change (moving drop point after health tests and adding window_cntr_incr_en logic) requires scoreboard updates to track the new entropy drop alert signal and modified sample flow behavior.",HIGH,claude-haiku-4-5-20251001,7463,195,0.008438
7e196e6f072791aa17817b7691aed6b258399eeb,hmac,[hmac] Change fifo_empty interrupt type to status,"[""CHECKER_DESYNC"", ""RAL_DESYNC""]","[""*_scoreboard.sv"", ""*_reg_block.sv""]","The RTL change converts fifo_empty from an edge-triggered interrupt to a status-based signal with gating logic (fifo_empty_gate, fifo_full_seen tracking). The scoreboard's write-to-clear logic for intr_state.fifo_empty is now incorrect and the reference model must track the new status computation including FIFO full history and msg_allowed gating. Additionally, the intr_state register changed from SwAccessW1C to SwAccessRO in the register definition, requiring RAL model updates.",HIGH,claude-haiku-4-5-20251001,4095,193,0.00506
86a48f1c70313fba310b3280908b5b1c5e332063,aon_timer,"[rtl,aon_timer] Increase wakeup counter size to 64 bits","[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC"", ""COVERAGE_REGRESSION""]","[""*_base_vseq.sv"", ""*_vseq.sv"", ""*_scoreboard.sv"", ""*_env_cov.sv""]","The register map fundamentally changed: wkup_count and wkup_thold registers split from 32-bit single registers into 64-bit register pairs (_lo and _hi). All UVM sequences accessing these registers must be updated to split their writes/reads. The scoreboard reference model must track 64-bit counter/threshold values and rebuild them from paired register accesses. Coverage points for wkup_thold changed from 32 bins to 64 bins, requiring regeneration.",HIGH,claude-haiku-4-5-20251001,9219,219,0.010314
642d7a9733799e6280e67e426e7ea8d09d964ca8,kmac,[kmac] Switch to Trivium-based PRNG implementation,"[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_base_vseq.sv"", ""*_scoreboard.sv""]","The RTL change eliminated the array-based entropy seed interface (NumSeedsEntropyLfsr) in favor of a single seed register, invalidating sequence register access patterns in kmac_base_vseq.sv and breaking the scoreboard's reference model logic for EDN transaction counting in kmac_scoreboard.sv.",HIGH,claude-haiku-4-5-20251001,5410,149,0.006155
cbda9eaf091cce9365842e7c86172b80cccabcea,spi_device,[spi_device] Fix up TPM command handling,"[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_tpm_base_vseq.sv"", ""*_scoreboard.sv"", ""*_env_pkg.sv""]","The commit refactors TPM Write FIFO from a dedicated FIFO with read CSR (tpm_write_fifo) to SRAM-backed storage. The DV changes show: (1) tpm_tpm_base_vseq.sv completely rewrites the write FIFO read sequence to access SRAM directly instead of the CSR, breaking the original sequence logic; (2) spi_device_scoreboard.sv removes tpm_write_spi_q and tpm_write_sw_q queues and changes write command handling from queue-based tracking to direct SRAM writes, requiring scoreboard reference model updates; (3) spi_device_env_pkg.sv adds new interrupt TpmRdFifoDrop and adjusts SRAM size parameters, changing memory layout expectations.",HIGH,claude-haiku-4-5-20251001,8063,271,0.009418
649d162d79769c488a9faba3432c52abce11077e,usbdev,[usbdev] Introduce Av SETUP Buffer FIFO,"[""SEQUENCE_INVALIDATION""]","[""*_vseq.sv"", ""*_base_vseq.sv""]","The RTL introduces a new 'Av SETUP empty' interrupt and splits the previous single AV FIFO into two separate FIFOs (SETUP and OUT). The DV sequence usbdev_smoke_vseq.sv must be updated to write to the new avsetupbuffer register to keep the SETUP FIFO non-empty, otherwise the interrupt state bits would be asserted and cause sequence failures during cleanup. This represents a protocol/register interface change that invalidates the original sequence behavior.",HIGH,claude-haiku-4-5-20251001,5649,181,0.006554
2dc8cb8ab62633db9999bf7a3ce1fc01d127ab37,usbdev,[usbdev] Register changes for separated Av FIFOs,"[""SEQUENCE_INVALIDATION"", ""RAL_DESYNC""]","[""*_vseq.sv"", ""*_base_vseq.sv"", ""*_seq_lib.sv"", ""*_reg_block.sv"", ""*_ral_pkg.sv"", ""*_env_pkg.sv""]",Register field names changed from 'avbuffer' to 'avoutbuffer' and interrupt names from 'av_empty' to 'av_out_empty' throughout register map. All DV sequences that access these registers via RAL (ral.avbuffer → ral.avoutbuffer) and interrupt enumeration constants in env_pkg.sv (IntrAvEmpty → IntrAvOutEmpty) must be updated to maintain structural validity. New register types (avsetupbuffer_reg_t) introduced in autogenerated reg_pkg require corresponding RAL model updates.,HIGH,claude-haiku-4-5-20251001,8622,240,0.009822
39af375e1e56317c6e2989b8c4f73fa0fdde1cfd,edn,[edn/rtl] Add new recoverable alert,"[""SEQUENCE_INVALIDATION""]","[""*_vseq.sv"", ""*_seq.sv"", ""*_seq_lib.sv""]","A new recoverable alert field (csrng_ack_err at bit 13) was added to the recov_alert_sts register, requiring DV sequences that interact with this register to be updated to account for the new field and its bit position. The enum in edn_env_pkg.sv reflects this new alert, but sequences that generate, predict, or verify recov_alert_sts behavior must be revised.",MEDIUM,claude-haiku-4-5-20251001,3324,168,0.004164
fa447d0cdc993726850ef4422a32e473434a6ba0,lc_ctrl,[lc_ctrl] Route Flash RMA ACK signals in parallel,"[""INTERFACE_DRIFT"", ""ASSERTION_ORPHANING""]","[""*_if.sv"", ""*_bind.sv"", ""*_assert*.sv""]","The RTL commit changes the lc_flash_rma_ack_i port from a scalar lc_tx_t to a parameterized array lc_tx_t[NumRmaAckSigs-1:0], requiring DV interface update in lc_ctrl_if.sv. Additionally, the FSM module hierarchy changes from a single u_prim_lc_sync_flash_rma_ack module to a generate loop (gen_syncs) with indexed instances plus a new u_prim_lc_sync_flash_rma_ack_buf module, invalidating assertion reference paths in tb.sv that must be updated to target the new hierarchical structure.",HIGH,claude-haiku-4-5-20251001,6349,249,0.007594
ce422750fe05117e511f17dfc1efb4051c142ca3,lc_ctrl,[lc_ctrl] Always allow transitions into scrap,"[""CHECKER_DESYNC"", ""SEQUENCE_INVALIDATION""]","[""*_scoreboard.sv"", ""*_vseq.sv"", ""*_seq.sv""]","The RTL change modifies the state transition logic to always allow transitions to SCRAP state and program LcStScrap during the counter increment phase. The DV diff shows scoreboard reference model updates (CHECKER_DESYNC) to predict lc_state_exp = LcStScrap when transitioning to SCRAP, and sequence constraint updates (SEQUENCE_INVALIDATION) in lc_ctrl_smoke_vseq and lc_ctrl_errors_vseq to reflect the new behavioral rule that transitions to SCRAP bypass counter saturation checks.",HIGH,claude-haiku-4-5-20251001,4118,205,0.005143
39cfb3ee408ebe4f70926c76d78038d27936fc71,spi_device,[spi_device] Remove all timing mode CSRs,"[""SEQUENCE_INVALIDATION"", ""RAL_DESYNC""]","[""*_base_vseq.sv"", ""*_vseq.sv"", ""*_reg_block.sv"", ""*_ral_pkg.sv""]","The RTL commit removes cpol and cpha CSRs from the register map entirely. The DV diff shows that sequences in spi_device_pass_base_vseq.sv and spi_device_tpm_base_vseq.sv previously set these fields via ral.cfg.cpol.set() and ral.cfg.cpha.set() calls, which are now invalid since the registers no longer exist. This breaks both the RAL model (register fields removed) and the UVM sequences that depend on them.",HIGH,claude-haiku-4-5-20251001,5138,213,0.006203
0dd29ab736d43dd79daca5253a6bb7bbc50090dc,flash_ctrl,"[lint,flash_ctrl] Fix some warnings and lint","[""OTHER""]",[],"The DV changes are purely lint/warning fixes: adding missing `default:` cases in switch statements, correcting binary literal formatting (2'b1 → 2'b01), and refactoring a long string literal for line length compliance. These are cosmetic/hygiene changes with no impact on DV functional correctness, interface definitions, sequences, checkers, assertions, coverage, or RAL models.",HIGH,claude-haiku-4-5-20251001,2755,135,0.00343
15cd8d31e5bf4274dd8de9e4a0f77431ba80f1e3,rstmgr,"[ipgen,rstmgr] Remove hw/ip/rstmgr and old autogen files","[""OTHER""]",[],"This commit removes the entire hw/ip/rstmgr directory including RTL and DV files as part of a migration to autogenerated sources (indicated by the message referencing ipgen and issue #8440). This is a structural reorganization/consolidation rather than a DV failure mode caused by RTL changes. The DV files are being deleted because the IP is moving to a different location (hw/top_earlgrey), not because of interface drift, sequence invalidation, or other design-verification desynchronization.",HIGH,claude-haiku-4-5-20251001,8309,161,0.009114
039ab4b338855f53476ffd03a0b143fb36bdb751,otbn,"[otbn,rtl] Refactor loop control so commit doesn't factor into prefetch","[""INTERFACE_DRIFT""]","[""*_if.sv"", ""*_base_vseq.sv"", ""*_tb.sv""]",The RTL refactoring renamed the internal signal `loop_stack_push` to `loop_stack_push_req` to decouple push requests from commits. This signal name change breaks the DV interface binding in otbn_loop_if.sv and invalidates references in otbn_base_vseq.sv and tb.sv that directly sample this signal.,HIGH,claude-haiku-4-5-20251001,4808,153,0.005573
60c82fc74b34ba828217c28b9f3ce164fd0e8905,otp_ctrl,[otp_ctrl] Make secret partition LC lock more generic,"[""CHECKER_DESYNC""]","[""*_scoreboard.sv""]",The RTL introduces a new generic iskeymgr attribute and refactors the SECRET2-specific lock logic to use this attribute for all keymgr partitions. The DV scoreboard must be updated to reflect this behavioral change: three hardcoded `part_idx == Secret2Idx` checks are replaced with `PartInfo[part_idx].iskeymgr` checks to maintain correct reference model predictions for partition access control.,HIGH,claude-haiku-4-5-20251001,3880,155,0.004655
af727517201a86e3806e632ba9a38920b951fac1,otp_ctrl,"[otp_ctrl,gen] Generate cov_bind and scoreboard files from template","[""CHECKER_DESYNC"", ""COVERAGE_REGRESSION""]","[""*_scoreboard.sv"", ""*_cov_bind.sv""]","The DV diff shows changes to the scoreboard and coverage bind files that reflect RTL changes: partition name updates (creator_sw → creator_sw_cfg, owner_sw → owner_sw_cfg), addition of HwCfg1Idx, new err_code_10 register, and removal of the uncorr_comp() virtual function. These changes update the DV reference model and coverage points to align with RTL behavioral and architectural changes, but the modifications indicate the files were previously out of sync.",HIGH,claude-haiku-4-5-20251001,5041,185,0.005966
726cd46d0a841adba93560c78c982c01582baa14,spi_device,[spi_device] Remove generic mode,"[""SEQUENCE_INVALIDATION"", ""INTERFACE_DRIFT""]","[""*_vseq.sv"", ""*_base_vseq.sv"", ""*_seq_lib.sv"", ""*_env_pkg.sv"", ""*_if.sv"", ""*_agent.sv""]","The commit removes generic mode from spi_device, which invalidates multiple UVM sequences that depend on generic mode configuration (spi_device_abort_vseq deleted, spi_device_fw_init removed). RTL port removals (intr_generic_* outputs) and signal deletions (sram_clk, rst_txfifo_n, etc.) break DV interface assumptions and driver/monitor behavior tied to those signals.",HIGH,claude-haiku-4-5-20251001,7784,217,0.008869
d15e6bd6d5bb2f464d4795abbb34fac1f4255c6f,otp_ctrl,[otp_ctrl] Ensure broadcast valid is flopped,"[""ASSERTION_ORPHANING""]","[""*_bind.sv"", ""*_sva.sv"", ""*_assert*.sv""]","The RTL change adds a prim_lc_sender pipeline stage to the broadcast valid signal, introducing an additional cycle of delay. The DV diff updates assertions in otp_ctrl_if.sv to account for this new timing by changing the assertion delay from ##2 to ##3 clock cycles. This is a timing-dependent assertion update required to keep the SVA checks synchronized with the modified RTL behavior.",HIGH,claude-haiku-4-5-20251001,2206,159,0.003001
c04a5bb08e3407df6b3b436fb27bbf47817c8dd9,otp_ctrl,[otp_ctrl] Make ERR_CODE register non-compact,"[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC"", ""COVERAGE_REGRESSION""]","[""*_vseq.sv"", ""*_base_vseq.sv"", ""*_scoreboard.sv"", ""*_cov*.sv""]","The RTL change converts the ERR_CODE register from a compact multi-field layout (err_code_0 through err_code_9 packed into one register) to a non-compact layout (individual registers err_code[0] through err_code[9]). This breaks register access patterns in sequences (SEQUENCE_INVALIDATION: csr_rd/predict calls now reference individual registers rather than fields within a single register), invalidates scoreboard logic that accesses err_code fields via compact indexing (CHECKER_DESYNC: field indexing changes from err_code_flds[status_err_idx] to per-register access), and requires coverage collection updates to cover all 10 register instances rather than fields (COVERAGE_REGRESSION: cov binning now explicitly lists all err_code[0]-err_code[9] offsets).",HIGH,claude-haiku-4-5-20251001,8011,309,0.009556
dc9da971498948e75213089c49b7b3d8b45d9567,otp_ctrl,[otp_ctrl] Add option to disable integrity on a partition,"[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_scoreboard.sv"", ""*_vseq.sv"", ""*_seq_lib.sv"", ""*_env_pkg.sv""]","The RTL introduces new partition attribute `integrity` (replacing `ecc_fatal`) and new OTP commands `ReadRaw`/`WriteRaw` for partitions without integrity. The scoreboard reference model must now conditionally invoke `read_a_word_with_ecc()` vs `read_a_word_with_ecc_raw()` based on partition integrity, and error prediction logic is significantly restructured to gate ECC error reporting. Sequences that assume all partitions have ECC/integrity may become invalid.",HIGH,claude-haiku-4-5-20251001,8688,206,0.009718
3b4e36e01c130d75844efe5d5b2a31502059e74c,otbn,[edn] Move prim_edn_req out of prim,"[""SEQUENCE_INVALIDATION""]","[""*_vseq.sv""]","The RTL diff shows module instantiation names changed from `prim_edn_req` to `edn_requester` and instance names changed from `u_prim_edn_*_req` to `u_edn_*_requester`. The DV diff shows a sequence file (otbn_urnd_err_vseq.sv) that hardcodes hierarchical paths for error injection. While the current diff only shows a comment update, the changed module hierarchy and naming will break any sequence or testbench code that references the old instance names in hierarchical paths (e.g., `tb.dut.u_prim_edn_*` paths will no longer exist).",MEDIUM,claude-haiku-4-5-20251001,2318,216,0.003398
0a8d1b27eba9f01a7504ab0edfba55b93e51f508,i2c,"[rtl,i2c] Rename FDATA READ field to READB","[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_base_vseq.sv"", ""*_scoreboard.sv""]","The RTL field name changed from 'read' to 'readb' in the register map. The DV diff shows updates to both the scoreboard (reference model accessing ral.fdata.readb) and base sequence (RAL field access via ral.fdata.readb.set). These are direct RAL field accesses that must be updated whenever the register field name changes. This is a sequence and checker desynchronization issue, not RAL_DESYNC, because the RAL files themselves are autogenerated from the register definition and no manually-maintained RAL files appear in the DV diff.",HIGH,claude-haiku-4-5-20251001,3541,210,0.004591
e6c5d99a61f1c9570e5945debc057f0fb77d0563,otbn,"[otbn,dv] Add ISS support for the lc_ctrl escalate signal","[""CHECKER_DESYNC""]","[""*_scoreboard.sv"", ""*_ref_model.sv""]","The DV changes modify the reference ISS model (otbn_core_model.sv) to handle a new lc_escalate_en_i signal with lifecycle escalation event support. The model now includes escalation FIFO logic, a busy counter for step optimization, and error reporting via failed_lc_escalate. Without corresponding updates to the scoreboard's expected behavior and error checking logic, the testbench will be desynchronized from the updated reference model behavior.",HIGH,claude-haiku-4-5-20251001,4537,169,0.005382
bb1d4754e787a043021e06c3e169665aef9d1943,otbn,"[otbn,dv] Fully Implementing URND PRNG","[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_vseq.sv"", ""*_seq.sv"", ""*_scoreboard.sv"", ""*_checker.sv"", ""*_ref_model.sv""]","The commit refactors EDN (Entropy Distribution Network) interface handling in the OTBN model: renaming edn_step to edn_rnd_step/edn_urnd_step, changing edn_urnd_data_valid_i signal to edn_urnd_i/edn_urnd_cdc_done_i, and restructuring model synchronization logic. Existing test sequences that directly call old EDN stepping methods or rely on the prior signal naming and protocol flow will break (SEQUENCE_INVALIDATION). The reference model's internal state machine and CDC synchronization behavior have been restructured (CHECKER_DESYNC), requiring scoreboard/checker updates to match new flush/step/cdc_done sequencing.",HIGH,claude-haiku-4-5-20251001,5161,259,0.006456
f8f107273c0a98b8ba38a60ac9e1fe1ba376c468,clkmgr,[clkmgr] Allow software to control clock stepdown,"[""INTERFACE_DRIFT"", ""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_if.sv"", ""*_vseq.sv"", ""*_base_vseq.sv"", ""*_scoreboard.sv""]","The RTL commit renames signals (byp_req → byp_req_i, adds step_down_req_i) and changes register semantics (extclk_sel → extclk_ctrl with dual-field structure). The DV diff shows corresponding updates to the interface (clkmgr_if.sv: extclk_sel_csr → extclk_ctrl_csr_sel/extclk_ctrl_csr_step_down), sequences (clkmgr_base_vseq.sv, clkmgr_extclk_vseq.sv: variable and constraint renames), and scoreboard reference model (clkmgr_scoreboard.sv: signal and register name updates). These changes span interface, sequence validity, and checker alignment.",HIGH,claude-haiku-4-5-20251001,6002,273,0.007367
28bbd3237a306374197ef757b7875d96d44768ea,keymgr,[keymgr] Fix for error capture,"[""CHECKER_DESYNC"", ""SEQUENCE_INVALIDATION""]","[""*_scoreboard.sv"", ""*_vseq.sv"", ""*_seq.sv""]","The RTL error capture refactoring introduces a new 4-category error model (sync/async errors and faults) that significantly changes the behavioral semantics of error reporting. The scoreboard reference model must be updated to track fault stickiness and the new error categorization logic (e.g., fault errors now cause invalid operation errors), and existing sequences may generate invalid stimulus based on the old error encoding. Key scoreboard changes include replacing invalid_status_err with is_fault_err, modifying fault detection logic, and updating error code prediction with fault-induced state transitions.",HIGH,claude-haiku-4-5-20251001,7762,202,0.008772
